Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,closeMonth,closeYear,popularity
oskar kokoschka ,1886,1980,94,0,Mädchenakt,1953,USD,10937.5,6250,8750,1,1,(29.8 x 39.7),6,IMPRESSIONIST/MODERN & PICASSO CERAMICS,2,15,"92,000"
gabriel alix ,1930,1998,68,0,Licorne,0,USD,10156.25,1875,3125,1,1,(50.8 x 61.5 cm.),3,IMPRESSIONIST AND MODERN ART,3,17,"77,700"
max ernst ,1891,1976,85,0,Mr. Sippi,0,USD,75000,30000,50000,1,1,(12.2 x 16 cm.),13,IMPRESSIONIST & MODERN ART DAY SALE,5,16,"53,500"
henry moore ,1898,1986,88,0,Reclining Woman,1978,USD,11718.75,5000,7500,1,1,(10.5 x 13.5 cm.),19,IMPRESSIONIST AND MODERN WORKS ON PAPER,6,19,"122,000"
alexander calder ,1898,1976,78,0,Family with Horse,1931,USD,56250,40000,60000,1,0,(57.7 x 78.1 cm.),11,POST-WAR AND CONTEMPORARY ART MORNING SESSION,11,15,"171,000"
victor vasarely ,1906,1997,91,0,Celenderis,0,USD,36750,21000,31500,1,1,(25 ¾ x 23 5/8 in.),6,ART CONTEMPORAIN - VENTE DU JOUR,12,17,"101,000"
moïse kisling ,1891,1953,62,0,Les trois orphelins,0,USD,73562.5,62500,87500,1,0,(81 x 100 cm.),7,IMPRESSIONIST/MODERN DAY SALE,2,13,"1,830,000"
ernst samuel geiger ,1876,1965,89,0,"Waldweg, um 1911",0,USD,16575,4080,6120,1,1,0,17,SWISS ART,10,17,"4,340,000"
george frederick watts,1817,1904,87,0,Study for Jacob and Esau; and A figure study of a female nude,0,USD,4062.5,3750,6250,1,0,(28.3 x 21 cm.),11,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,7,18,"970,000"
pablo picasso ,1881,1973,92,0,Sans titre (L’écuyère),0,USD,68750,10000,15000,1,1,(10 x 13 cm.),14,IMPRESSIONIST AND MODERN ART WORKS ON PAPER SALE,5,19,"470,000"
gabriel alix ,1930,1998,68,0,Les tigres,0,USD,10937.5,1875,3125,1,1,(50.6 x 61 cm.),3,IMPRESSIONIST AND MODERN ART,3,17,"77,700"
richard paul lohse ,1902,1988,86,0,"Sechs ineinandergehende gleiche Gruppen mit gleichen Farbmengen, 1950/1961/10",0,USD,39168,15300,20400,1,1,0,22,SWISS ART SALE,9,14,"21,900"
benjamin williams leader,1831,1923,92,0,Evening Glow,0,USD,34375,18750,25000,1,1,(128.3 x 214.6 cm.),22,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART",3,17,"2,610,000"
sir terry frost,1915,2003,88,0,Winter Blue,0,USD,34375,25000,37500,1,0,(63.5 x 76.2 cm.),11,MODERN BRITISH ART DAY SALE,7,13,"139,000"
pablo picasso ,1881,1973,92,0,Femme assise en pyjama de plage II,0,USD,10000,8000,12000,1,0,(394 x 298 mm.),28,PRINTS & MULTIPLES,10,15,"470,000"
juan munoz ,1953,2001,48,0,Kneeling Figure,1996,USD,137000,100000,150000,1,0,(101.6 x 50.8 x 53.3 cm.),23,FIRST OPEN/NYC,9,14,"149,000"
paul klee ,1879,1940,61,0,Ausblick aus e. Wald,1914,USD,225000,200000,300000,1,0,(17.6 x 20.3 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,5,18,"242,000"
ivon hitchens ,1893,1979,86,0,Reclining Nude,1928,USD,37500,25000,37500,1,1,(45.7 x 50.8 cm.),21,MODERN BRITISH & IRISH ART DAY SALE,6,16,"13,000"
edward bawden,1903,1989,86,0,Grand Ring,0,USD,4687.5,3125,4375,1,1,(32.4 x 22.2 cm.),12,20TH CENTURY BRITISH ART,7,12,"37,800"
günther förg ,1952,2013,61,0,Untitled,1986,USD,7812.5,5000,7500,1,1,(29.7 x 21cm.),25,FIRST OPEN/LDN,9,14,"99,400"
laurence stephen lowry,1887,1976,89,0,"Standing girl, full-length",0,USD,42187.5,31250,43750,1,0,(42 x 29.7 cm.),26,MODERN BRITISH AND IRISH ART DAY SALE,11,15,"26,000"
gunther gerzso ,1915,2000,85,0,Rojo y azul,1963,USD,118750,70000,90000,1,1,(65 x 50 cm.),21,LATIN AMERICAN ART,11,19,"13,000"
alexander calder ,1898,1976,78,0,Guava,1955,USD,5666250,3750000,6250000,1,0,(181 x 372.1 x 118 cm.),7,POST WAR & CONTEMPORARY ART EVENING AUCTION,3,17,"172,000"
joan miro ,1893,1983,90,0,L'Oiseleur et sa compagne,0,USD,8593.75,3750,6250,1,1,0,28,Prints & Multiples,9,21,"281,000"
charles demuth ,1883,1935,52,0,In Vaudeville: Two Dancers,0,USD,315750,200000,300000,1,1,(33 x 20.3 cm.),23,AMERICAN ART,5,13,"153,000"
carl grossberg ,1894,1940,46,0,"View of the Singel with the Krijtberg church, Amsterdam",1925,USD,3150,525,735,1,1,0,27,IMPRESSIONIST AND MODERN ART,11,12,"14,500"
pablo picasso ,1881,1973,92,0,Lampe femme (A.R. 295),1955,USD,52500,10000,15000,1,1,0,15,Picasso Ceramics Online,11,21,"470,000"
christopher wool ,1955,0,67,1,Untitled,1990,USD,341000,200000,300000,1,1,(187.3 x 94.9 cm.),12,POST-WAR AND CONTEMPORARY ART DAY SALE SESSION I,5,15,"1,950,000"
sigmar polke ,1941,2010,69,0,Untitled (Ghosts),2004,USD,271562.5,250000,312500,1,0,(198 x 149cm.),12,POST WAR AND CONTEMPORARY ART DAY AUCTION,10,12,"39,300"
marcel broodthaers ,1924,1976,52,0,La Souris Ecrit Rat (A Compte d'Auteur) (The Mouse Writes Rat (At the Author's Expense)) (the Black Variant),1974,USD,6562.5,3150,5250,1,1,0,21,POST-WAR AND CONTEMPORARY ART,4,16,"53,900"
herman de vries ,1931,0,91,1,V72-138 S Random Objectivation,1972,USD,36750,31500,52500,1,0,0,2,POST-WAR AND CONTEMPORARY ART,11,16,"251,000"
alain jacquet  pour l'atelier a,1939,2008,69,0,"TABLE BASSE 'POINTILLISME', ÉDITION MOBILIER MODULAIRE MODERNE, 1968",0,USD,6562.5,5250,7350,1,0,0,1,"DE LA FONCTION À LA COLLECTION, STÉPHANE DANANT UNE PASSION POUR LE DESIGN ET L'ART FRANÇAIS DES ANNÉES 1955-1975.",6,21,"128,000"
enrico castellani ,1930,0,92,1,Superficie alluminio,1984,USD,828125,437500,625000,1,1,(80 x 150cm.),30,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,6,15,"35,500"
juan munoz ,1953,2001,48,0,Marux,1996,USD,65625,50000,75000,1,0,(35.5 x 20.5 x 24cm.),11,EYES WIDE OPEN: AN ITALIAN VISION,2,14,"149,000"
karel appel ,1921,2006,85,0,Sortilège (Spell),1958,USD,363300,126000,189000,1,1,0,26,POST-WAR & CONTEMPORARY ART,11,19,"167,000"
brassaï ,1899,1984,85,0,"Graffiti (série VIII, La Magie), vers 1933",0,USD,15750,10500,15750,1,1,(19 ½ x 16 in.),10,PHOTOGRAPHIES,11,17,"87,700"
jirí kolár ,1914,2002,88,0,Kapesní Láska (Pocket Love),1980,USD,781.25,750,1000,1,0,(21 x 18.5 cm.),22,IMPRESSIONIST/MODERN,6,12,"64,100"
edward seago ,1910,1974,64,0,"In the harbour, Portugal",0,USD,14062.5,12500,18750,1,0,(45.8 x 61 cm.),12,VICTORIAN & BRITISH IMPRESSIONIST ART,3,14,"24,900"
jan schoonhoven ,1914,1994,80,0,Dakvormige Binnenvlakken,1967,USD,102375,36750,47250,1,1,0,4,POST-WAR AND CONTEMPORARY ART,11,15,"106,000"
john stanton ward,1917,2007,90,0,"Annabel's, the Buddha room (i); Louise (ii)",1985,USD,3437.5,1000,1500,1,1,(30.5 x 34.3 cm.),20,ANNABEL'S,11,18,"85,500"
cy gavin ,1985,0,37,1,Portrait of My Father,2014,USD,62500,50000,70000,1,0,(138.7 x 247.7 cm.),7,POST-WAR & CONTEMPORARY ART DAY SALE,10,20,"717,000"
max bill ,1908,1994,86,0,"austausch als einheit, 1965",0,USD,51408,25500,35700,1,1,0,22,SWISS ART SALE,9,14,"46,400"
alexander calder ,1898,1976,78,0,"Yellow Flower, Red Flower",1972,USD,106250,40000,60000,1,1,(74.2 x 109.2 cm.),4,FIRST OPEN | POST-WAR AND CONTEMPORARY ART,3,16,"172,000"
ghada amer ,1963,0,59,1,Mon Dieu,1991,USD,2500,4000,6000,1,-1,(20.3 x 29.2 cm.),17,FIRST OPEN: SUMMER EDITION,7,13,"46,100"
michael ayrton ,1921,1975,54,0,"Hommes/Femmes, from: Paul Verlaine",0,USD,1093.75,1000,1500,1,0,0,16,MODERN BRITISH AND IRISH ART,10,13,"65,600"
yves klein ,1928,1962,34,0,Anthropométrie (ANT 49),1960,USD,1619562.5,1250000,1875000,1,0,(109 x 65cm.),27,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,6,12,"58,400"
diego giacometti ,1902,1985,83,0,La promenade des amis,1984,USD,26562.5,7500,10000,1,1,(227.2 x 171 cm.),7,IMPRESSIONIST/MODERN DAY SALE,2,13,"80,100"
albert gleizes ,1881,1953,72,0,Composition pour la contemplation,1942,USD,196875,157500,262500,1,0,0,23,ART MODERNE,10,20,"84,300"
paul signac ,1863,1935,72,0,"La Corne d'Or, les minarets",1907,USD,7751562.5,5000000,7500000,1,1,(73 x 92.5 cm.),20,IMPRESSIONIST/MODERN ART EVENING SALE,6,12,"60,400"
gilbert & george ,1943,0,79,1,Dating,2008,USD,100625,100000,150000,1,0,(75.7 x 63.5cm.),12,POST-WAR AND CONTEMPORARY ART DAY AUCTION,2,16,"26,800,000"
pablo picasso ,1881,1973,92,0,Picador (A.R. 176),1952,USD,2231.25,1575,2100,1,1,0,27,The Fall/Winter Modern Art Week 2020,10,20,"470,000"
matta ,1911,2002,91,0,Un poéte de notre connaissance,1946,USD,3250,5000,7000,1,-1,(22.9 x 15.2 cm.),24,FIRST OPEN: SUMMER EDITION,7,14,"4,130,000"
bradley biancardi ,1977,0,45,1,Garbage Wrapped in Human Skin with Sores,2016,USD,3750,4000,6000,1,-1,(78.7 x 76.2 cm.),27,Vice,5,20,"329,000"
georges rouault ,1871,1958,87,0,Povre Pierrot,0,USD,18750,10000,15000,1,1,(19.4 x 15.6 cm.),13,IMPRESSIONIST & MODERN ART WORKS ON PAPER,5,16,"46,300"
moïse kisling ,1891,1953,62,0,Paysage,0,USD,46935,15750,21000,1,1,0,31,ART IMPRESSIONNISTE & MODERNE,3,16,"1,830,000"
raoul ubac ,1910,1985,75,0,"La Nébuleuse, 1939",0,USD,17062.5,6300,8400,1,1,(15 ¾ x 11 5/8 in.),9,PHOTOGRAPHIES,11,21,"18,800"
gerhard richter ,1932,0,90,1,Karmin (Carmine),1994,USD,12003125,11250000,17500000,1,0,(200 x 200cm.),11,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,2,15,"67,100"
han snel ,1925,1998,73,0,Bali life,1974,USD,49455,15750,21000,1,1,0,7,MODERN ART,6,16,"22,100"
georg baselitz ,1938,0,84,1,Fahrradfahrer (Cyclist),1982,USD,137812.5,29400,33600,1,1,0,24,POST-WAR AND CONTEMPORARY ART,4,18,"40,300"
roy lichtenstein ,1923,1997,74,0,Paper Plate,0,USD,1625,1000,1500,1,1,0,17,Contemporary Edition,7,18,"154,000"
alexander calder ,1898,1976,78,0,Ball Game,1974,USD,137000,40000,60000,1,1,(109.2 x 74.3 cm.),4,FIRST OPEN | POST-WAR AND CONTEMPORARY ART,3,16,"172,000"
roy lichtenstein ,1923,1997,74,0,Modern Sculpture with Apertures,0,USD,6562.5,5000,7500,1,0,(overall),1,Prints & Multiples,4,21,"154,000"
michel journiac ,1943,1995,52,0,"24h de la vie d'une femme, 1974",0,USD,41895,15750,21000,1,1,(11 x 10 7/8 in.),14,AGATHE GAILLARD ET LA PHOTOGRAPHIE : UNE PIONNIÈRE À PARIS,11,13,"76,400"
rembrandt harmensz. van rijn ,1606,1669,63,0,Pieter Haaringh (‘Young Haaringh’),0,USD,14843.75,5000,7500,1,1,0,3,Three Northern Masters,7,19,"51,200"
robert nava ,1985,0,37,1,Ejected Driver,2017,USD,47500,20000,30000,1,1,(96.2 x 74.3 cm.),7,POST-WAR & CONTEMPORARY ART DAY SALE,10,20,"126,000"
pablo picasso ,1881,1973,92,0,"Minotaure et femme derrière un rideau, from La Suite Vollard",0,USD,10625,8000,12000,1,0,(191 x 267 mm.),19,Modern Edition,11,20,"470,000"
laurence stephen lowry,1887,1976,89,0,Trawler at Sea,1962,USD,29687.5,18750,31250,1,0,(34.9 x 25 cm.),2,MODERN BRITISH ART DAY SALE,3,21,"26,000"
auguste rodin ,1840,1917,77,0,"Éternel printemps, second état, 4ème réduction dite aussi ""no. 2""",1884,USD,236250,189000,241500,1,0,0,29,IMPRESSIONIST & MODERN ART,3,19,"92,800"
henri matisse ,1869,1954,85,0,"Figure assise, blouse transparente",0,USD,21250,10000,15000,1,1,(648 x 502 mm.),7,Modern Edition,12,17,"260,000"
kaws ,1974,0,48,1,CHUM (KCO14),2016,USD,247500,120000,180000,1,1,(152.4 x 124.4 x 4.4 cm.),16,POST-WAR & CONTEMPORARY ART AFTERNOON SALE,11,16,"2,890,000"
raoul dufy ,1877,1953,76,0,"Deauville, bateaux à quai",1928,USD,54687.5,43750,68750,1,0,(50 x 65.5 cm.),17,Joie de Vivre: Modern Art and the Riviera,7,20,"51,000"
andy warhol ,1928,1987,59,0,$ (1): one plate,0,USD,40000,30000,50000,1,0,(500 x 396 mm.),20,PRINTS AND MULTIPLES,4,18,"3,310,000"
pablo picasso ,1881,1973,92,0,Oiseau polychrome (A.R. 33),1947,USD,10156.25,7500,10000,1,1,0,7,Picasso Ceramics Online,2,20,"470,000"
alexander archipenko ,1887,1964,77,0,Woman with Fan,1914,USD,324500,300000,500000,1,0,0,16,IMPRESSIONIST AND MODERN ART DAY SALE,5,18,"34,100"
dame elisabeth frink,1930,1993,63,0,Baboon,1976,USD,34375,18750,31250,1,1,0,11,MODERN BRITISH ART DAY SALE,7,13,"11,200"
alberto giacometti ,1901,1966,65,0,"Lampadaire, modèle (étoile)",1966,USD,144062.5,75000,100000,1,1,0,7,IMPRESSIONIST/MODERN DAY SALE,2,13,"65,600"
asger jorn ,1914,1973,59,0,Die Windsbraut (The Bride of the Wind),1972,USD,153825,105000,157500,1,0,0,2,POST-WAR AND CONTEMPORARY ART,11,16,"203,000"
silvio mattioli ,1929,2011,82,0,Untitled,0,USD,2167.5,2040,3060,1,0,0,29,Swiss Art Online Sale,9,20,"882,000"
thomas zipp ,1966,0,56,1,(i) Schlafzimmerbild No. 5 (Bedroom Picture No. 5)(ii) Schlafzimmerbild No. 6 (Bedroom Picture No. 6),1997,USD,787.5,3150,5250,1,-1,(i),26,Post-War & Contemporary Art Online,11,20,"19,400,000"
laurence stephen lowry,1887,1976,89,0,Man Searching a Dustbin,1960,USD,125000,100000,150000,1,0,(22.9 x 20.3 cm.),2,People Watching: The Art of L.S. Lowry,7,20,"26,000"
william hodges,1744,1797,53,0,"Matavie Bay in the Island of Otaheite (Matavai Bay, Tahiti)",0,USD,824062.5,500000,750000,1,1,(49.9 x 63.8cm.),29,TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION,10,19,"1,420,000"
dame elisabeth frink,1930,1993,63,0,Small Rolling Horse,1986,USD,68750,75000,100000,1,-1,0,21,MODERN BRITISH AND IRISH ART DAY SALE,11,13,"11,200"
paul klee ,1879,1940,61,0,Physiognomisch nach M.B (Physiognomic after M.B),1925,USD,13281.25,12500,18750,1,0,(25.3 x 12.9 cm.),7,IMPRESSIONIST/MODERN WORKS ON PAPER,2,13,"242,000"
tom wesselmann ,1931,2004,73,0,Study for Bedroom Painting #3,1968,USD,30000,25000,35000,1,0,(10.5 x 12.7 cm.),17,First Open | Online,7,19,"134,000"
ross bleckner ,1949,0,73,1,Untitled,2004,USD,3750,5000,7000,1,-1,(25.4 x 20.3 cm.),18,First Open | Online,12,19,"51,200"
ghada amer ,1963,0,59,1,Red & White Lovers,2002,USD,90625,37500,50000,1,1,(177.8 x 183cm.),8,POST WAR & CONTEMPORARY ART DAY AUCTION,3,17,"46,000"
emmanuel sougez ,1889,1972,83,0,"Untitled (Flowers in vase), 1930",0,USD,4375,8000,12000,1,-1,(33 x 25.4 cm.),2,THE FACE OF THE CENTURY: PHOTOGRAPHS FROM A PRIVATE COLLECTION,4,19,"30,800"
diana scultori,1536,1588,52,0,The Baptism of Saint Eustace,0,USD,2343.75,2500,3750,1,-1,0,28,Old Master Prints,1,21,"12,900"
yves tanguy ,1900,1955,55,0,Sans titre,1938,USD,78125,62500,100000,1,0,(7.9 x 24.2 cm.),23,IMPRESSIONIST & MODERN ART WORKS ON PAPER,6,16,"258,000"
pablo picasso ,1881,1973,92,0,Petit carré au soleil (A.R. 631),0,USD,2500,700,1000,1,1,(14.8 x 14.8 cm.),7,Picasso Ceramics,12,20,"470,000"
le corbusier ,1887,1965,78,0,Two prints by the artist,0,USD,8125,4000,6000,1,1,(1095 x 743 mm.),18,A Graphic Century - 1875-1975,11,21,"226,000"
jasper francis cropsey ,1823,1900,77,0,Sunset on Greenwood Lake,1877,USD,271500,150000,250000,1,1,(36.8 x 62.2 cm.),22,AMERICAN ART,11,16,"25,200"
wassily kandinsky ,1866,1944,78,0,Sans titre,1940,USD,495000,300000,500000,1,0,(32.8 x 50.2 cm.),12,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,11,19,"85,400"
berenice abbott ,1898,1991,93,0,"Murlberry and Prince Streets, Manhattan, October 25, 1935",0,USD,12468.75,6300,8400,1,1,(8 x 10 in.),14,NEW YORK PAR BÉRÉNICE ABBOTT COLLECTION KASPAR M FLEISCHMANN VENDUE AU PROFIT DU CENTRE DE PHOTOGRAPHIE DE L'UNIVERSITÉ DE ZURICH,11,14,"228,000"
sonia delaunay ,1884,1979,95,0,Cercles rouge et vert,0,USD,10500,7350,9450,1,1,0,26,OEUVRES MODERNES SUR PAPIER,3,15,"36,900"
pablo picasso ,1881,1973,92,0,Visage dans étoile (A.R. 30),1947,USD,5000,3750,6250,1,0,0,20,Picasso Ceramics Online,6,19,"470,000"
peter lanyon ,1918,1964,46,0,Landscape and Cup (Annunciation),1946,USD,128125,37500,62500,1,1,(32.6 x 40.3 cm.),21,MODERN | BRITISH & IRISH ART,3,18,"28,800"
sigmar polke ,1941,2010,69,0,Untitled,1986,USD,610937.5,500000,750000,1,0,(70 x 90cm.),5,POST WAR AND CONTEMPORARY ART DAY AUCTION,10,18,"39,300"
bernard aubertin ,1934,2015,81,0,Sans titre,1969,USD,7218.75,2625,3675,1,1,0,20,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.,10,21,"95,200"
osvaldo licini ,1894,1958,64,0,Errante,0,USD,63000,63000,84000,1,-1,0,20,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.,10,21,"19,600"
andy warhol ,1928,1987,59,0,Orchids,1983,USD,16250,12000,18000,1,0,(80.6 x 59.7 cm.),15,First Open | Online,12,20,"3,310,000"
pablo picasso ,1881,1973,92,0,Personnages no. 28,1963,USD,10156.25,3750,6250,1,1,0,18,PICASSO CERAMICS,6,13,"470,000"
howard hodgkin ,1932,2017,85,0,Night Palm,0,USD,14062.5,8750,12500,1,1,0,12,Feelings in Colour: The Graphic Art of Howard Hodgkin,4,19,"181,000"
walter leblanc ,1932,1986,54,0,Torsions T.O. 135,1973,USD,54495,21000,31500,1,1,(in artist's frame),5,POST-WAR AND CONTEMPORARY ART,11,14,"497,000"
hendrick hondius i,1573,1650,77,0,The Months of the Year (Hollstein 70-81),70,USD,1250,625,875,1,1,(each),5,"OLD MASTER, DECORATIVE, MODERN & CONTEMPORARY PRINTS INCLUDING AN IMPORTANT PRIVATE COLLECTION BY LILL TSCHUDI",12,12,"8,920"
henri matisse ,1869,1954,85,0,Grand visage,0,USD,20000,10000,15000,1,1,(505 x 343 mm.),23,"Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse, Online",6,21,"260,000"
sir john everett millais. ,1829,1896,67,0,"Portrait of Lady Campbell, née Nina Lehmann",0,USD,602343.75,500000,750000,1,0,(129.5 x 86 cm.),11,IMPORTANT VICTORIAN & BRITISH IMPRESSIONIST ART,7,13,"34,800"
sir peter markham scott ,1909,1989,80,0,"Garganey ducks, blue-winged teals and northern shovelers",0,USD,3125,1875,2500,1,1,(61 x 50.8 cm.),27,SPORTING & WILDLIFE ART,11,13,"17,000"
fernand léger ,1881,1955,74,0,Femmes aux perroquets,1952,USD,667500,300000,500000,1,1,(81 x 118 cm.),16,IMPRESSIONIST AND MODERN ART DAY SALE,5,17,"298,000"
juan gris ,1887,1927,40,0,Compotier et carafe,0,USD,52500,50000,70000,1,0,(13.9 x 13.5 cm.),8,IMPRESSIONIST AND MODERN WORKS ON PAPER,11,12,"52,200"
mary fedden,1915,2012,97,0,Fez,0,USD,1562.5,1875,3125,1,-1,(56.2 x 75.9 cm.),24,Modern/British Art Online,11,17,"17,000"
aboudia ,1983,0,39,1,Portrait de Noutchy,2020,USD,10625,3000,5000,1,1,(57.2 x 40.6 cm.),12,ABOUDIA | Noutchy in New York City,3,2021,"24,100"
jon schueler ,1916,1992,76,0,"Red Sky, Red Sea",1960,USD,21250,8000,12000,1,1,(182.2 x 206.4 cm.),17,First Open | Online,7,19,"18,700"
pablo picasso ,1881,1973,92,0,"Compotier, bouteille, guitare devant une fenêtre ouverte",1919,USD,903125,750000,1000000,1,0,(21 x 21 cm.),24,IMPRESSIONIST & MODERN ART DAY SALE,6,15,"470,000"
diego rivera ,1886,1957,71,0,Descansando (Hombre sentado junto a un tronco),1944,USD,277200,120000,180000,1,1,(22.9 x 29.2 cm.),11,LATIN AMERICAN ART,3,22,"117,000"
richmond burton ,1960,0,62,1,Faceted Space (Study),1989,USD,875,1500,2000,1,-1,(27.9 x 19.1 cm.),5,Christie's 100,2,20,"60,700"
andré lhote ,1885,1962,77,0,La négresse ingénue,0,USD,31500,31500,52500,1,-1,0,21,ART MODERNE,10,16,"158,000"
pablo picasso ,1881,1973,92,0,Visage n° 202 (A.R. 495),1963,USD,12500,7500,10000,1,1,0,20,Picasso Ceramics Online,6,19,"470,000"
christian boltanski ,1944,0,78,1,El Caso (Parkett 22),0,USD,1093.75,1000,1500,1,0,0,26,PARKETT: FIRST FIFTY EDITIONS 1984-1997,9,13,"71,300"
norman rockwell ,1894,1978,84,0,Norman Rockwell Visits a Country Editor,1946,USD,11589000,10000000,15000000,1,0,(83.8 x 160 cm.),19,AMERICAN ART,11,15,"335,000"
george chinnery ,1774,1852,78,0,A junk moored at Macao,0,USD,12500,1500,2250,1,1,(14 x 20.3cm.),5,Topographical Pictures including China Trade Paintings,11,20,"46,500"
antonio saura ,1930,1998,68,0,La Cámara Ardiente o Los Amores Célebres,0,USD,1250,1250,1875,1,-1,0,17,Modern Edition Online,5,18,"202,000"
paul gauguin ,1848,1903,55,0,Oviri (recto) with Mahna No Varua Ino (verso),1894,USD,212500,70000,100000,1,1,(24.8 x 39.4 cm.),12,IMPRESSIONIST AND MODERN ART DAY SALE,11,19,"115,000"
dennis hopper ,1936,2010,74,0,"Roy Lichtenstein in His Studio, 1964",2009,USD,15000,15000,20000,1,-1,(208.6 x 304.8 cm.),15,First Open | Online,12,20,"139,000"
howard hodgkin ,1932,2017,85,0,Flowering Palm,0,USD,15625,8750,12500,1,1,0,1,Prints & Multiples,4,21,"181,000"
brassaï ,1899,1984,85,0,"Tête Réduite (femme), vers 1935",0,USD,2100,2100,3150,1,-1,(9 ½ x 7 in.),10,PHOTOGRAPHIES,11,17,"87,700"
wassily kandinsky ,1866,1944,78,0,Zeichnung für 'Lithographie No II',1925,USD,85937.5,25000,37500,1,1,(34.6 x 22.6 cm.),19,IMPRESSIONIST AND MODERN WORKS ON PAPER,6,19,"89,100"
mary corse ,1945,0,77,1,Untitled,0,USD,47500,40000,60000,1,0,(61 x 61 cm.),27,POST-WAR TO PRESENT,9,19,"58,500"
gerrit rietveld ,1888,1964,76,0,A pair of Zig-Zag elm chairs,1932,USD,28875,8400,12600,1,1,0,1,MODERN ART,12,15,"69,600"
dan flavin ,1933,1996,63,0,For Malevich: two prints,0,USD,20000,3000,5000,1,1,(572 x 787 mm.),20,Contemporary Edition,7,21,"145,000"
mark tobey ,1890,1976,86,0,Gold and Black Night,1965,USD,43750,12500,18750,1,1,(46.5 x 32.2cm.),28,First Open: Post-War & Contemporary Art Online,7,20,"4,410,000"
sam francis ,1924,1994,70,0,Ebis Link,1963,USD,562500,500000,700000,1,0,(117 x 87 cm.),14,POST-WAR & CONTEMPORARY ART DAY SALE,5,21,"56,100"
ray johnson ,1927,1995,68,0,Olive Oyl,0,USD,2500,3000,5000,1,-1,(13.3 x 9.5 x 5.1 cm.),10,The Comedians,4,18,"110,000"
jörg immendorff ,1945,2007,62,0,Peer Gynt,1992,USD,51975,31500,52500,1,0,0,6,POST-WAR AND CONTEMPORARY ART,11,13,"32,300"
andy warhol ,1928,1987,59,0,Mao,0,USD,94500,56250,75000,1,1,0,24,Prints and Multiples,3,22,"3,310,000"
howard hodgkin ,1932,0,90,1,Monsoon (Heenk 79),0,USD,10156.25,3750,5000,1,1,0,27,FIRST OPEN | EDITIONS,10,16,"181,000"
louise j. rayner ,1832,1924,92,0,"Horse-drawn carriages and figures before Temple Bar, London",0,USD,9375,7500,10000,1,0,(35.6 x 25.4 cm.),3,THE LONDON SALE,9,12,"172,000"
yves laloy ,1920,1999,79,0,B10,0,USD,7612.5,3150,5250,1,1,(25 ½ x 36 ¼ in.),8,"POST-WAR AND CONTEMPORARY ART PARIS, DAY SALE",6,18,"62,500"
fernand léger ,1881,1955,74,0,Nu,1910,USD,11718.75,6250,8750,1,1,(32.5 x 25 cm.),19,IMPRESSIONIST AND MODERN WORKS ON PAPER,6,19,"298,000"
marthe wery ,1930,2005,75,0,Dessin Ligné (Lined Drawing),1975,USD,34375,1250,2500,1,1,(110.5 x 73.5 cm),7,POST-WAR & CONTEMPORARY ART DAY AUCTION,10,16,"43,700"
francis bacon ,1909,1992,83,0,Head with Raised Arm,1955,USD,14354687.5,8750000,12500000,1,1,(61 x 50.7cm.),6,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,10,17,"560,000"
percy wyndham lewis ,1882,1957,75,0,Head of Ezra Pound,1939,USD,29687.5,12500,18750,1,1,(29.5 x 22.5 cm.),20,MODERN BRITISH ART DAY SALE,6,18,"13,500"
rómulo macció ,1931,2016,85,0,Por fuera y por dentro,1964,USD,16250,15000,20000,1,0,(65 x 91.4 cm.),18,Latin American Art Online,2,22,"554,000"
kurt schwitters ,1887,1948,61,0,"Ohne Titel (20 ØRE, mit Koranseiten)",1936,USD,25000,20000,30000,1,0,(14.4 x 11.5 cm.),6,IMPRESSIONIST AND MODERN WORKS ON PAPER,2,20,"41,200"
hurvin anderson ,1965,0,57,1,Country Club: Chicken Wire,2008,USD,3310937.5,875000,1250000,1,1,(240 x 347.3cm.),6,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,10,17,"13,100"
norman rockwell ,1894,1978,84,0,The Rookie (Red Sox Locker Room),1957,USD,22565000,20000000,30000000,1,0,(104.1 x 99 cm.),22,AMERICAN ART,5,14,"335,000"
sophie anderson ,1823,1903,80,0,Best friends,0,USD,7031.25,6250,8750,1,0,(25.4 x 30.5 cm.),3,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART; MARITIME ART; SPORTING & WILDLIFE ART",12,15,"16,200"
