Title,Date,Type,Total Sales,Location,URL
Modern British and Irish Art,19-Mar,LIVE AUCTION ,"GBP 1,942,038",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-and-irish-art-25184/
Prints and Multiples,18-Mar,LIVE AUCTION ,"GBP 2,719,275",LONDON,https://www.christies.com/en/auction/prints-and-multiples-25151/
"Victorian, Pre Raphaelite & British Impressionist Art",12-Mar,LIVE AUCTION ,"GBP 774,250",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-25192/
First Open/NYC,6-Mar,LIVE AUCTION ,"USD 14,522,438",NEW YORK,https://www.christies.com/en/auction/first-open-nyc-25278/
First Impression,12-Feb,LIVE AUCTION ,"USD 1,007,562",NEW YORK,https://www.christies.com/en/auction/first-impression-25269/
Post-War and Contemporary Art Day Auction,12-Feb,LIVE AUCTION ,"GBP 14,770,700",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-25113/
Post-War and Contemporary Art Evening Auction,11-Feb,LIVE AUCTION ,"GBP 117,142,500",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-25112/
Impressionist/Modern & Picasso Ceramics,6-Feb,LIVE AUCTION ,"GBP 2,468,688",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/impressionist-modern-picasso-ceramics-25142/
Impressionist/Modern Day Sale,5-Feb,LIVE AUCTION ,"GBP 13,344,825",LONDON,https://www.christies.com/en/auction/impressionist-modern-day-sale-25111/
Impressionist/Modern Works on Paper,5-Feb,LIVE AUCTION ,"GBP 8,017,038",LONDON,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-25110/
Impressionist/Modern Evening Sale,4-Feb,LIVE AUCTION ,"GBP 80,375,000",LONDON,https://www.christies.com/en/auction/impressionist-modern-evening-sale-25128/
The Art of The Surreal Evening Sale,4-Feb,LIVE AUCTION ,"GBP 66,656,000",LONDON,https://www.christies.com/en/auction/the-art-of-the-surreal-evening-sale-25590/
Old Master and British Drawings,29-Jan,LIVE AUCTION ,"USD 6,572,750",NEW YORK,https://www.christies.com/en/auction/old-master-and-british-drawings-25235/
Old Master Paintings & Sculpture Part II,29-Jan,LIVE AUCTION ,"USD 2,865,625",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-sculpture-part-ii-25236/
Old Master Paintings Part I,28-Jan,LIVE AUCTION ,"USD 9,168,750",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-part-i-25232/
Renaissance,28-Jan,LIVE AUCTION ,"USD 15,776,875",NEW YORK,https://www.christies.com/en/auction/renaissance-25234/
19th Century European Art,21-Jan,LIVE AUCTION ,"GBP 556,750",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-25114/
Modern Art,16-Dec,LIVE AUCTION ,"EUR 3,077,562",AMSTERDAM,https://www.christies.com/en/auction/modern-art-24500/
"Victorian, Pre-Raphaelite & British Impressionist Art",11-Dec,LIVE AUCTION ,"GBP 4,754,025",LONDON,https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-24688/
Sporting & Wildlife Art,10-Dec,LIVE AUCTION ,"GBP 525,250",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/sporting-wildlife-art-25217/
The I.Q. van Regteren Altena Collection Part II. Dutch and Flemish Drawings from 1500-1900,10-Dec,LIVE AUCTION ,"EUR 2,573,725",AMSTERDAM,https://www.christies.com/en/auction/the-i-q-van-regteren-altena-collection-part-ii-dutch-and-flemish-drawings-from-1500-1900-25047/
19th Century European & Orientalist Art,9-Dec,LIVE AUCTION ,"GBP 1,730,750",LONDON,https://www.christies.com/en/auction/19th-century-european-orientalist-art-24676/
Prints & Multiples,4-Dec,LIVE AUCTION ,"GBP 798,688",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/prints-multiples-22378/
Old Master & British Paintings Day Sale,3-Dec,LIVE AUCTION ,"GBP 4,501,075",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-day-sale-24684/
Old Master Prints,3-Dec,LIVE AUCTION ,"GBP 1,828,812",LONDON,https://www.christies.com/en/auction/old-master-prints-24617/
Old Master & British Pictures Evening Sale,2-Dec,LIVE AUCTION ,"GBP 13,931,500",LONDON,https://www.christies.com/en/auction/old-master-british-pictures-evening-sale-24683/
Old Master and British Drawings and Watercolours,2-Dec,LIVE AUCTION ,"GBP 561,112",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-and-british-drawings-and-watercolours-22395/
"Old Masters, 19th Century and Impressionist Art",25 – 26 November,LIVE AUCTION ,"EUR 4,998,687",AMSTERDAM,https://www.christies.com/en/auction/old-masters-19th-century-and-impressionist-art-24499/
"Victorian, Pre-Raphaelite & British Impressionist Art",26-Nov,LIVE AUCTION ,"GBP 651,625",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-22419/
Latin American Art,24 – 25 November,LIVE AUCTION ,"USD 24,297,125",NEW YORK,https://www.christies.com/en/auction/latin-american-art-24483/
Modern British & Irish Art Day Sale,20-Nov,LIVE AUCTION ,"GBP 3,062,250",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-day-sale-24679/
American Art,19-Nov,LIVE AUCTION ,"USD 46,543,250",NEW YORK,https://www.christies.com/en/auction/american-art-24487/
Modern British & Irish Art Evening Sale,19-Nov,LIVE AUCTION ,"GBP 8,868,100",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-evening-sale-24678/
20/21 Photographs,14-Nov,LIVE AUCTION ,"EUR 2,519,250",PARIS,https://www.christies.com/en/auction/20-21-photographs-24736/
New York par Bérénice Abbott Collection Kaspar M Fleischmann vendue au profit du Centre de photographie de l'Université de Zurich,14-Nov,LIVE AUCTION ,"EUR 463,500",PARIS,https://www.christies.com/en/auction/new-york-par-b-r-nice-abbott-collection-kaspar-m-fleischmann-vendue-au-profit-du-centre-de-photographie-de-l-universit-de-zurich-25587/
Andy Warhol 10 x 10,13-Nov,LIVE AUCTION ,"USD 76,627,750",NEW YORK,https://www.christies.com/en/auction/andy-warhol-10-x-10-24480/
Collection Kaspar M. Fleischmann vendue au profit du Centre de Photographie de l'Université de Zurich,13-Nov,LIVE AUCTION ,"EUR 1,000,250",PARIS,https://www.christies.com/en/auction/collection-kaspar-m-fleischmann-vendue-au-profit-du-centre-de-photographie-de-l-universit-de-zurich-25586/
Post-War & Contemporary Art Afternoon Session,13-Nov,LIVE AUCTION ,"USD 35,291,250",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-afternoon-session-24481/
Maritime Art,12-Nov,LIVE AUCTION ,"GBP 500,000",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/maritime-art-19729/
Post-War & Contemporary Art Evening Sale,12-Nov,LIVE AUCTION ,"USD 852,887,000",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-evening-sale-24479/
Impressionist & Modern Day Sale,6-Nov,LIVE AUCTION ,"USD 27,046,000",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-day-sale-24523/
Impressionist & Modern Works on Paper Sale,6-Nov,LIVE AUCTION ,"USD 9,907,688",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-sale-24478/
Impressionist & Modern Evening Sale,5-Nov,LIVE AUCTION ,"USD 165,635,000",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-evening-sale-24477/
Post-War and Contemporary Art,4 – 5 November,LIVE AUCTION ,"EUR 11,035,775",AMSTERDAM,https://www.christies.com/en/auction/post-war-and-contemporary-art-24498/
Old Master and British Paintings,30-Oct,LIVE AUCTION ,"GBP 2,244,250",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-and-british-paintings-19840/
Topographical Pictures,30-Oct,LIVE AUCTION ,"GBP 1,255,625",LONDON,https://www.christies.com/en/auction/topographical-pictures-25032/
Collection Willem Peppler,29-Oct,LIVE AUCTION ,"EUR 6,644,362",PARIS,https://www.christies.com/en/auction/collection-willem-peppler-25017/
19th Century European Art,27-Oct,LIVE AUCTION ,"USD 6,860,350",NEW YORK,https://www.christies.com/en/auction/19th-century-european-art-24474/
Art Moderne,23 – 24 October,LIVE AUCTION ,"EUR 14,572,725",PARIS,https://www.christies.com/en/auction/art-moderne-24725/
Asian and Western 20th Century & Contemporary Art,24-Oct,LIVE AUCTION ,"CNY 95,400,500",SHANGHAI,https://www.christies.com/en/auction/asian-and-western-20th-century-contemporary-art-25671/
Prints and Multiples,23 – 24 October,LIVE AUCTION ,"USD 8,466,212",NEW YORK,https://www.christies.com/en/auction/prints-and-multiples-24475/
Post-War and Contemporary Art Day Auction,17-Oct,LIVE AUCTION ,"GBP 14,406,575",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-24668/
Post-War and Contemporary Art Evening Auction,16-Oct,LIVE AUCTION ,"GBP 40,344,500",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-24667/
The Italian Sale,16-Oct,LIVE AUCTION ,"GBP 27,584,000",LONDON,https://www.christies.com/en/auction/the-italian-sale-24744/
Essl: 44 Works,13-Oct,LIVE AUCTION ,"GBP 46,861,500",LONDON,https://www.christies.com/en/auction/essl-44-works-25589/
The Hofland Collection,7-Oct,LIVE AUCTION ,"EUR 3,979,625",AMSTERDAM,https://www.christies.com/en/auction/the-hofland-collection-25249/
Photographs,29-Sep,LIVE AUCTION ,"USD 2,740,750",NEW YORK,https://www.christies.com/en/auction/photographs-24466/
Photographs from the Forbes Collection,29-Sep,LIVE AUCTION ,"USD 1,278,125",NEW YORK,https://www.christies.com/en/auction/photographs-from-the-forbes-collection-24859/
Triple XXX: Photographs from the Collection of Don Sanders,29-Sep,LIVE AUCTION ,"USD 2,085,500",NEW YORK,https://www.christies.com/en/auction/triple-xxx-photographs-from-the-collection-of-don-sanders-24707/
First Open/LDN,25-Sep,LIVE AUCTION ,"GBP 2,576,312",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/first-open-ldn-22433/
First Open/NYC,23-Sep,LIVE AUCTION ,"USD 11,259,375",NEW YORK,https://www.christies.com/en/auction/first-open-nyc-24464/
Swiss Art Sale,22-Sep,LIVE AUCTION ,"CHF 8,008,800",GENEVA,https://www.christies.com/en/auction/swiss-art-sale-24852/
Modern Masters & Polígrafa: Celebrating 50 Years of Printmaking,18-Sep,LIVE AUCTION ,"GBP 835,125",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-masters-pol-grafa-celebrating-50-years-of-printmaking-21258/
Prints & Multiples,17-Sep,LIVE AUCTION ,"GBP 3,531,475",LONDON,https://www.christies.com/en/auction/prints-multiples-24662/
19th Century European Art,11-Sep,LIVE AUCTION ,"GBP 460,125",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-21129/
The Neil Wilson Collection: A Romantic Vision,4-Sep,LIVE AUCTION ,"GBP 519,625",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/the-neil-wilson-collection-a-romantic-vision-22426/
Interiors,26 – 27 August,LIVE AUCTION ,"USD 1,276,188",NEW YORK,https://www.christies.com/en/auction/interiors-24457/
Christie's Interiors,19-Aug,LIVE AUCTION ,"GBP 396,762",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/christie-s-interiors-21064/
Forms in Color,25-Jul,LIVE AUCTION ,"USD 1,801,125",NEW YORK,https://www.christies.com/en/auction/forms-in-color-25209/
First Open: Summer Edition,24-Jul,LIVE AUCTION ,"USD 4,871,500",NEW YORK,https://www.christies.com/en/auction/first-open-summer-edition-24456/
Prints and Multiples,15 – 16 July,LIVE AUCTION ,"USD 2,544,625",NEW YORK,https://www.christies.com/en/auction/prints-and-multiples-24453/
The I.Q. van Regteren Altena Collection. Part I,10-Jul,LIVE AUCTION ,"GBP 13,202,225",LONDON,https://www.christies.com/en/auction/the-i-q-van-regteren-altena-collection-part-i-25042/
Old Master & British Paintings Day Sale,9-Jul,LIVE AUCTION ,"GBP 5,354,650",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-day-sale-24616/
Sporting & Wildlife Art,9-Jul,LIVE AUCTION ,"GBP 527,875",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/sporting-wildlife-art-22934/
Old Master & British Paintings Evening Sale,8-Jul,LIVE AUCTION ,"GBP 44,263,500",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-evening-sale-24614/
Post-War and Contemporary Art Day Auction,2-Jul,LIVE AUCTION ,"GBP 16,282,725",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-24613/
"Photographs, Icons & Style",1-Jul,LIVE AUCTION ,"EUR 2,523,275",PARIS,https://www.christies.com/en/auction/photographs-icons-style-24715/
Post-War & Contemporary Art Evening Auction,1-Jul,LIVE AUCTION ,"GBP 92,917,000",LONDON,https://www.christies.com/en/auction/post-war-contemporary-art-evening-auction-24612/
Impressionist/Modern Art,27-Jun,LIVE AUCTION ,"GBP 1,394,813",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/impressionist-modern-art-21894/
Modern British & Irish Art Day Sale,26-Jun,LIVE AUCTION ,"GBP 3,336,100",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-day-sale-24621/
Picasso Ceramics,26-Jun,LIVE AUCTION ,"GBP 1,550,688",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/picasso-ceramics-21823/
Impressionist/Modern Day Sale,25-Jun,LIVE AUCTION ,"GBP 14,238,400",LONDON,https://www.christies.com/en/auction/impressionist-modern-day-sale-24611/
Impressionist/Modern Works on Paper,25-Jun,LIVE AUCTION ,"GBP 6,970,550",LONDON,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-24610/
Modern British & Irish Art Evening Sale,25-Jun,LIVE AUCTION ,"GBP 14,204,500",LONDON,https://www.christies.com/en/auction/modern-british-irish-art-evening-sale-24620/
Impressionist/Modern Evening Sale,24-Jun,LIVE AUCTION ,"GBP 85,784,000",LONDON,https://www.christies.com/en/auction/impressionist-modern-evening-sale-24609/
"Victorian, Pre-Raphaelite & British Impressionist Art",19-Jun,LIVE AUCTION ,"GBP 602,250",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-21865/
Modern Art,17-Jun,LIVE AUCTION ,"EUR 3,144,550",AMSTERDAM,https://www.christies.com/en/auction/modern-art-24497/
"Victorian, Pre-Raphaelite & British Impressionist Art",17-Jun,LIVE AUCTION ,"GBP 9,541,250",LONDON,https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-24622/
Maritime Art,5-Jun,LIVE AUCTION ,"GBP 642,688",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/maritime-art-21229/
Old Master Paintings,4-Jun,LIVE AUCTION ,"USD 17,932,000",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-24444/
Latin American Art,28-May,LIVE AUCTION ,"USD 17,614,500",NEW YORK,https://www.christies.com/en/auction/latin-american-art-24442/
American Art,22-May,LIVE AUCTION ,"USD 64,006,000",NEW YORK,https://www.christies.com/en/auction/american-art-24440/
19th Century European & Orientalist Art,21-May,LIVE AUCTION ,"GBP 2,179,500",LONDON,https://www.christies.com/en/auction/19th-century-european-orientalist-art-24602/
"Old Masters, 19th Century and Impressionist Art",13 – 14 May,LIVE AUCTION ,"EUR 6,094,830",AMSTERDAM,https://www.christies.com/en/auction/old-masters-19th-century-and-impressionist-art-24496/
Post-War and Contemporary Afternoon Session,14-May,LIVE AUCTION ,"USD 37,929,250",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-afternoon-session-24438/
Post-War and Contemporary Morning Session,14-May,LIVE AUCTION ,"USD 57,719,250",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-morning-session-24437/
Post-War and Contemporary Evening Sale,13-May,LIVE AUCTION ,"USD 744,944,000",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-evening-sale-24436/
If I Live I'll See You Tuesday: Contemporary Art Auction,12-May,LIVE AUCTION ,"USD 134,630,000",NEW YORK,https://www.christies.com/en/auction/if-i-live-i-ll-see-you-tuesday-contemporary-art-auction-25115/
Impressionist & Modern Day Sale Including Property from the Estate of Edgar M. Bronfman,7-May,LIVE AUCTION ,"USD 32,720,500",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-day-sale-including-property-from-the-estate-of-edgar-m-bronfman-24435/
Impressionist & Modern Works on Paper Including Property from the Estate of Edgar M. Bronfman,7-May,LIVE AUCTION ,"USD 7,246,125",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-including-property-from-the-estate-of-edgar-m-bronfman-24434/
Impressionist and Modern Art Evening Sale including Property from the Estate of Edgar M. Bronfman,6-May,LIVE AUCTION ,"USD 285,879,000",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-evening-sale-including-property-from-the-estate-of-edgar-m-bronfman-24433/
19th Century European Art,2-May,LIVE AUCTION ,"GBP 465,438",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-22929/
Old Masters & British Paintings,29-Apr,LIVE AUCTION ,"GBP 2,254,850",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-masters-british-paintings-21117/
19th Century European Art,28-Apr,LIVE AUCTION ,"USD 4,815,250",NEW YORK,https://www.christies.com/en/auction/19th-century-european-art-24430/
Prints and Multiples,23 – 24 April,LIVE AUCTION ,"USD 9,811,375",NEW YORK,https://www.christies.com/en/auction/prints-and-multiples-24431/
Prints and Multiples,16-Apr,LIVE AUCTION ,"GBP 684,500",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/prints-and-multiples-21096/
Post-War and Contemporary Art,7 – 8 April,LIVE AUCTION ,"EUR 4,594,550",AMSTERDAM,https://www.christies.com/en/auction/post-war-and-contemporary-art-24495/
Dessins Anciens et du XIXème siècle,26-Mar,LIVE AUCTION ,"EUR 2,138,775",PARIS,https://www.christies.com/en/auction/dessins-anciens-et-du-xix-me-si-cle-24717/
Oeuvres Modernes sur papier,26-Mar,LIVE AUCTION ,"EUR 6,948,950",PARIS,https://www.christies.com/en/auction/oeuvres-modernes-sur-papier-24718/
Post-War and Contemporary Art,26-Mar,LIVE AUCTION ,"GBP 1,979,650",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/post-war-and-contemporary-art-24580/
Art Impressionniste et Moderne,25-Mar,LIVE AUCTION ,"EUR 6,001,600",PARIS,https://www.christies.com/en/auction/art-impressionniste-et-moderne-24748/
Modern British and Irish Art,20-Mar,LIVE AUCTION ,"GBP 1,078,938",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-and-irish-art-21030/
James Ensor Prints: The Mira Jacob Collection,19-Mar,LIVE AUCTION ,"GBP 1,301,613",LONDON,https://www.christies.com/en/auction/james-ensor-prints-the-mira-jacob-collection-25027/
"Old Master, Modern & Contemporary Prints",19-Mar,LIVE AUCTION ,"GBP 3,369,000",LONDON,https://www.christies.com/en/auction/old-master-modern-contemporary-prints-24593/
Victorian & British Impressionist Art,12-Mar,LIVE AUCTION ,"GBP 709,375",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-british-impressionist-art-21108/
First Open,6-Mar,LIVE AUCTION ,"USD 11,652,625",NEW YORK,https://www.christies.com/en/auction/first-open-24413/
American Art,26-Feb,LIVE AUCTION ,"USD 4,550,625",NEW YORK,https://www.christies.com/en/auction/american-art-24411/
BUONO DI STAMPA: Prints from the Archive of Stamperia 2RC,26-Feb,LIVE AUCTION ,"GBP 436,125",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/buono-di-stampa-prints-from-the-archive-of-stamperia-2rc-21122/
Post-War and Contemporary Art Day Auction,14-Feb,LIVE AUCTION ,"GBP 11,785,625",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-24588/
Post-War and Contemporary Art Evening Auction,13-Feb,LIVE AUCTION ,"GBP 124,192,000",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-24587/
Eyes Wide Open: An Italian Vision,11-Feb,LIVE AUCTION ,"GBP 38,427,400",LONDON,https://www.christies.com/en/auction/eyes-wide-open-an-italian-vision-25023/
Impressionist/Modern Art & Picasso Ceramics,7-Feb,LIVE AUCTION ,"GBP 2,866,800",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/impressionist-modern-art-picasso-ceramics-22842/
Impressionist/Modern Day Sale,5-Feb,LIVE AUCTION ,"GBP 11,998,700",LONDON,https://www.christies.com/en/auction/impressionist-modern-day-sale-24586/
Impressionist/Modern Works on Paper,5-Feb,LIVE AUCTION ,"GBP 5,392,100",LONDON,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-24585/
Impressionist/Modern Evening Sale,4-Feb,LIVE AUCTION ,"GBP 152,016,000",LONDON,https://www.christies.com/en/auction/impressionist-modern-evening-sale-24583/
The Art of The Surreal,4-Feb,LIVE AUCTION ,"GBP 24,970,000",LONDON,https://www.christies.com/en/auction/the-art-of-the-surreal-24584/
Old Master & Early British Drawings & Watercolors,30-Jan,LIVE AUCTION ,"USD 1,278,125",NEW YORK,https://www.christies.com/en/auction/old-master-early-british-drawings-watercolors-24409/
Old Master Paintings Part II,30-Jan,LIVE AUCTION ,"USD 2,334,562",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-part-ii-24408/
19th Century European Art Including Orientalist Art,29-Jan,LIVE AUCTION ,"GBP 911,412",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/19th-century-european-art-including-orientalist-art-21225/
Old Master Paintings Part I,29-Jan,LIVE AUCTION ,"USD 15,825,750",NEW YORK,https://www.christies.com/en/auction/old-master-paintings-part-i-24406/
Renaissance,29-Jan,LIVE AUCTION ,"USD 44,944,250",NEW YORK,https://www.christies.com/en/auction/renaissance-24407/
Francisco José de Goya y Lucientes: Graphic Masterpieces from a Private Collection,28-Jan,LIVE AUCTION ,"USD 3,824,625",NEW YORK,https://www.christies.com/en/auction/francisco-jos-de-goya-y-lucientes-graphic-masterpieces-from-a-private-collection-24362/
Modern British & Irish Art,12-Dec,LIVE AUCTION ,"GBP 888,000",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/modern-british-irish-art-24249/
Victorian & British Impressionist Art,12-Dec,LIVE AUCTION ,"GBP 5,888,375",LONDON,https://www.christies.com/en/auction/victorian-british-impressionist-art-24338/
Swiss Art Sale,11-Dec,LIVE AUCTION ,"CHF 6,865,560",GENEVA,https://www.christies.com/en/auction/swiss-art-sale-24648/
Modern Art,10-Dec,LIVE AUCTION ,"EUR 4,376,725",AMSTERDAM,https://www.christies.com/en/auction/modern-art-24060/
American Art,5-Dec,LIVE AUCTION ,"USD 76,790,500",NEW YORK,https://www.christies.com/en/auction/american-art-24028/
Old Master & British Drawings & Watercolours,5-Dec,LIVE AUCTION ,"GBP 524,812",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/old-master-british-drawings-watercolours-18400/
500 Years of Printmaking,4-Dec,LIVE AUCTION ,"GBP 894,200",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/500-years-of-printmaking-18383/
Old Master & British Paintings Day Sale,4-Dec,LIVE AUCTION ,"GBP 4,573,125",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-day-sale-24138/
Art Impressionniste et Moderne,3-Dec,LIVE AUCTION ,"EUR 10,197,275",PARIS,https://www.christies.com/en/auction/art-impressionniste-et-moderne-24293/
Old Master & British Paintings Evening Sale,3-Dec,LIVE AUCTION ,"GBP 21,858,250",LONDON,https://www.christies.com/en/auction/old-master-british-paintings-evening-sale-24137/
Old Master Prints,3-Dec,LIVE AUCTION ,"GBP 2,619,000",LONDON,https://www.christies.com/en/auction/old-master-prints-24108/
Sporting & Wildlife Art,27-Nov,LIVE AUCTION ,"GBP 710,125",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/sporting-wildlife-art-18372/
19th Century European & Orientalist Art,26-Nov,LIVE AUCTION ,"GBP 4,818,725",LONDON,https://www.christies.com/en/auction/19th-century-european-orientalist-art-24127/
Collection Sébastien et Nancy de la Selle,26-Nov,LIVE AUCTION ,"EUR 632,862",PARIS,https://www.christies.com/en/auction/collection-s-bastien-et-nancy-de-la-selle-24644/
Modern British And Irish Art Day Sale,21-Nov,LIVE AUCTION ,"GBP 4,500,838",LONDON,https://www.christies.com/en/auction/modern-british-and-irish-art-day-sale-24126/
Old Masters & 19th Century Art - including Dutch Impressionism.,20 – 21 November,LIVE AUCTION ,"EUR 4,767,250",AMSTERDAM,https://www.christies.com/en/auction/old-masters-19th-century-art-including-dutch-impressionism-24072/
A Life's Devotion: The Collection of the Late Mrs T.S. Eliot,20-Nov,LIVE AUCTION ,"GBP 8,013,700",LONDON,https://www.christies.com/en/auction/a-life-s-devotion-the-collection-of-the-late-mrs-t-s-eliot-24522/
Latin American Art,19 – 20 November,LIVE AUCTION ,"USD 18,240,375",NEW YORK,https://www.christies.com/en/auction/latin-american-art-24025/
Maritime Art,20-Nov,LIVE AUCTION ,"GBP 1,089,788",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/maritime-art-18332/
Modern British and Irish Art,20-Nov,LIVE AUCTION ,"GBP 17,321,250",LONDON,https://www.christies.com/en/auction/modern-british-and-irish-art-24125/
Photographies,16-Nov,LIVE AUCTION ,"EUR 2,982,300",PARIS,https://www.christies.com/en/auction/photographies-24287/
Photographies contemporaines,16-Nov,LIVE AUCTION ,"EUR 1,163,475",PARIS,https://www.christies.com/en/auction/photographies-contemporaines-24275/
Agathe Gaillard et la photographie : Une pionnière à Paris,14-Nov,LIVE AUCTION ,"EUR 463,775",PARIS,https://www.christies.com/en/auction/agathe-gaillard-et-la-photographie-une-pionni-re-paris-24634/
"BARTOLOZZI, FLORENCE : Four generations of ANTIQUARI since 1887",14-Nov,LIVE AUCTION ,"GBP 832,125",LONDON,https://www.christies.com/en/auction/bartolozzi-florence-four-generations-of-antiquari-since-1887-24653/
"Victorian, British and Impressionist Art",14-Nov,LIVE AUCTION ,"GBP 1,241,125",LONDON (SOUTH KENSIGTON),https://www.christies.com/en/auction/victorian-british-and-impressionist-art-18259/
Post-War and Contemporary Afternoon Session,13-Nov,LIVE AUCTION ,"USD 35,580,375",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-afternoon-session-24354/
Post-War and Contemporary Morning Session,13-Nov,LIVE AUCTION ,"USD 55,205,000",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-morning-session-24353/
Post-War and Contemporary Evening Sale,12-Nov,LIVE AUCTION ,"USD 691,583,000",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-evening-sale-24352/
Impressionist & Modern Day Sale,6-Nov,LIVE AUCTION ,"USD 24,843,875",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-day-sale-24351/
Impressionist & Modern Works on Paper Sale,6-Nov,LIVE AUCTION ,"USD 10,837,250",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-works-on-paper-sale-24350/
Post-War and Contemporary Art,5 – 6 November,LIVE AUCTION ,"EUR 6,449,000",AMSTERDAM,https://www.christies.com/en/auction/post-war-and-contemporary-art-24059/
A Dialogue Through Art: Works from the Jan Krugier Collection Day Sale,5-Nov,LIVE AUCTION ,"USD 21,199,000",NEW YORK,https://www.christies.com/en/auction/a-dialogue-through-art-works-from-the-jan-krugier-collection-day-sale-24640/
Impressionist & Modern Evening Sale,5-Nov,LIVE AUCTION ,"USD 144,299,000",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-evening-sale-24349/
